nome,cpf,uf,idade,renda_estimada,ticket_credito,situacao,score_faixa,dias_para_vencimento,produtos_ativos,ultimo_produto_adquirido,status_atividade,canal_preferido
Joao Mendes,***.562.465-63,SP,25,2290,689.81,restrito,Medio,0,4,Financiamento,ativo,App
Claudia Souza,***.337.743-64,RS,41,8710,261.49,adimplente,Medio,242,3,Investimento,ativo,WhatsApp
Wesley Pereira,***.658.879-67,RS,27,6400,1264.68,adimplente,Medio,197,3,Seguro,ativo,WhatsApp
Marcos Gomes,***.273.672-26,RO,49,5120,273.14,adimplente,Medio,130,1,Cartao de debito,ativo,Telefone
Vanessa Dias,***.478.692-29,BA,31,2450,589.69,restrito,Baixo,0,1,Emprestimo pessoal,ativo,WhatsApp
Tatiane Nascimento,***.740.550-86,SP,53,5820,546.17,adimplente,Medio,214,1,Emprestimo pessoal,ativo,WhatsApp
Bruna Rodrigues,***.715.121-61,MG,48,1840,226.20,restrito,Baixo,0,1,Cartao de credito,ativo,App
Roberto Cardoso,***.602.824-74,MG,61,3570,312.13,restrito,Baixo,0,1,Investimento,ativo,WhatsApp
Claudia Monteiro,***.533.714-74,PA,60,5170,760.89,adimplente,Baixo,79,1,Financiamento,ativo,WhatsApp
Felipe Barbosa,***.801.348-57,SP,32,11460,1960.73,adimplente,Alto,24,1,Cartao de credito,ativo,WhatsApp
Rodrigo Gomes,***.582.180-32,BA,37,3010,647.70,restrito,Baixo,0,3,Investimento,ativo,App
Vanessa Lima,***.172.905-71,ES,66,3100,685.10,restrito,Medio,0,1,Emprestimo pessoal,ativo,Agencia
Marcos Silva,***.521.666-74,PE,44,3700,341.92,adimplente,Baixo,298,4,Financiamento,ativo,WhatsApp
Gustavo Correia,***.942.364-99,GO,48,3010,831.49,adimplente,Medio,309,1,Investimento,ativo,WhatsApp
Felipe Souza,***.107.989-96,MG,35,2930,234.81,adimplente,Alto,218,2,Cartao de debito,ativo,WhatsApp
Igor Pinto,***.890.311-84,SP,41,5940,1046.13,adimplente,Medio,117,1,Cartao de debito,inativo,WhatsApp
Rodrigo Costa,***.720.317-20,BA,23,2120,966.42,adimplente,Baixo,88,1,Cartao de credito,inativo,WhatsApp
Bruno Silva,***.811.157-58,DF,65,1200,379.13,adimplente,Alto,69,3,Seguro,ativo,WhatsApp
Gustavo Cavalcanti,***.381.375-59,RS,72,1480,823.18,adimplente,Medio,47,4,Conta digital,ativo,Telefone
Gustavo Ribeiro,***.927.994-78,PR,68,2060,283.43,adimplente,Alto,31,2,Emprestimo pessoal,ativo,WhatsApp
Tatiane Araujo,***.836.329-85,SE,29,7110,1384.09,adimplente,Medio,285,3,Financiamento,ativo,App
Eduardo Gomes,***.141.634-38,SP,53,3240,1137.28,restrito,Baixo,0,1,Cartao de debito,ativo,WhatsApp
Bruna Souza,***.201.989-41,AM,60,6500,526.81,adimplente,Alto,206,1,Seguro,ativo,Agencia
Luiz Pinto,***.457.175-95,RJ,75,5540,457.99,adimplente,Medio,122,1,Seguro,ativo,App
Caio Silva,***.935.513-26,MG,34,4640,520.68,adimplente,Alto,99,3,Investimento,inativo,WhatsApp
Camila Monteiro,***.109.260-14,RJ,37,1290,405.07,restrito,Medio,0,3,Seguro,ativo,Agencia
Rodrigo Carvalho,***.878.340-14,PR,48,9190,658.73,restrito,Baixo,0,3,Cartao de debito,ativo,WhatsApp
Caio Nascimento,***.234.851-28,RS,34,3430,318.86,adimplente,Medio,190,1,Investimento,ativo,WhatsApp
Adriana Teixeira,***.791.283-97,BA,65,6110,899.93,adimplente,Medio,294,3,Investimento,inativo,WhatsApp
Carlos Santos,***.680.529-88,PA,65,2300,746.80,adimplente,Medio,240,2,Conta digital,ativo,App
Fabio Costa,***.352.835-24,SP,36,5220,256.51,adimplente,Medio,218,2,Financiamento,ativo,WhatsApp
Daniel Castro,***.393.490-16,SC,33,1680,268.15,adimplente,Alto,56,2,Financiamento,inativo,WhatsApp
Mariana Ferreira,***.916.618-20,BA,28,2670,593.45,adimplente,Medio,310,2,Cartao de credito,inativo,WhatsApp
Otavio Rodrigues,***.306.965-51,PR,71,3110,529.84,adimplente,Medio,325,3,Cartao de debito,ativo,WhatsApp
Tatiane Souza,***.716.926-62,MG,22,2790,1156.10,adimplente,Alto,247,3,Cartao de credito,ativo,App
Rafael Rocha,***.623.685-73,MG,32,5990,728.37,adimplente,Alto,317,1,Investimento,ativo,App
Antonio Martins,***.567.685-81,MA,47,5600,477.56,adimplente,Alto,335,1,Conta digital,ativo,WhatsApp
Rafael Freitas,***.381.899-65,SP,64,3610,1142.23,restrito,Medio,0,2,Financiamento,ativo,Agencia
Roberto Castro,***.500.896-56,PA,26,1300,338.12,adimplente,Alto,175,1,Conta digital,ativo,WhatsApp
Vinicius Monteiro,***.896.954-92,SC,46,1280,319.59,restrito,Medio,0,2,Financiamento,ativo,WhatsApp
Tatiane Castro,***.886.816-46,SP,66,3240,550.84,restrito,Baixo,0,2,Investimento,ativo,App
Gustavo Barbosa,***.701.260-46,SP,19,6050,504.39,adimplente,Medio,215,3,Financiamento,ativo,WhatsApp
Tatiane Carvalho,***.217.992-39,SP,30,3520,419.43,adimplente,Alto,69,1,Conta digital,ativo,WhatsApp
Gustavo Freitas,***.431.994-10,SP,73,3340,535.52,adimplente,Alto,14,3,Conta digital,ativo,WhatsApp
Caio Ribeiro,***.808.619-41,BA,31,4770,272.54,restrito,Alto,0,4,Cartao de credito,ativo,App
Felipe Nascimento,***.240.818-41,SE,54,5530,202.43,adimplente,Alto,189,1,Financiamento,inativo,App
Sergio Moreira,***.178.791-41,RS,25,8390,761.47,restrito,Baixo,0,1,Cartao de credito,ativo,WhatsApp
Juliana Ferreira,***.392.391-98,SP,42,4030,1422.22,adimplente,Medio,286,1,Cartao de debito,ativo,WhatsApp
Joao Santos,***.638.323-87,CE,51,3330,1055.47,adimplente,Medio,338,3,Seguro,ativo,WhatsApp
Juliana Ferreira,***.729.602-83,RS,41,2770,1042.96,adimplente,Medio,197,1,Conta digital,ativo,WhatsApp
Jose Oliveira,***.955.709-32,RJ,38,2670,731.39,adimplente,Medio,275,1,Seguro,ativo,WhatsApp
Caio Costa,***.671.663-58,SP,74,3840,1135.16,adimplente,Baixo,214,2,Investimento,ativo,Telefone
Camila Barros,***.155.110-11,RJ,48,2410,1545.70,adimplente,Alto,124,3,Cartao de debito,ativo,App
Aline Almeida,***.172.591-49,RJ,47,8430,580.80,adimplente,Alto,294,4,Conta digital,ativo,App
Antonio Barbosa,***.974.791-17,PR,39,8060,686.10,adimplente,Medio,20,4,Emprestimo pessoal,ativo,Telefone
Sandra Ribeiro,***.740.237-70,RJ,31,4890,310.99,restrito,Baixo,0,4,Emprestimo pessoal,ativo,WhatsApp
